instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,daylight_hours
7823,2011-11-27,Winter,0,11,13,0,0,0,Clear,0.54,0.5152,0.6,0.194,97,216,313,9.72861111111111
7824,2011-11-27,Winter,0,11,14,0,0,0,Clear,0.62,0.6212,0.43,0.4627,113,200,313,9.72861111111111
7825,2011-11-27,Winter,0,11,15,0,0,0,Clear,0.62,0.6212,0.43,0.2836,96,221,317,9.72861111111111
7826,2011-11-27,Winter,0,11,16,0,0,0,Clear,0.56,0.5303,0.52,0.2537,94,229,323,9.72861111111111
7827,2011-11-27,Winter,0,11,17,0,0,0,Clear,0.54,0.5152,0.56,0.194,37,167,204,9.72861111111111
7828,2011-11-27,Winter,0,11,18,0,0,0,Clear,0.5,0.4848,0.63,0.1642,25,130,155,9.72861111111111
7829,2011-11-27,Winter,0,11,19,0,0,0,Clear,0.48,0.4697,0.67,0.2239,30,109,139,9.72861111111111
7830,2011-11-27,Winter,0,11,20,0,0,0,Clear,0.5,0.4848,0.63,0.2537,10,94,104,9.72861111111111
7831,2011-11-27,Winter,0,11,21,0,0,0,Clear,0.48,0.4697,0.67,0.2836,13,75,88,9.72861111111111
7832,2011-11-27,Winter,0,11,22,0,0,0,Clear,0.48,0.4697,0.72,0.2537,13,53,66,9.72861111111111
7833,2011-11-27,Winter,0,11,23,0,0,0,Clear,0.48,0.4697,0.72,0.2537,5,27,32,9.72861111111111
7834,2011-11-28,Winter,0,11,0,0,1,1,Clear,0.46,0.4545,0.77,0.2836,6,10,16,9.705833333333333
7835,2011-11-28,Winter,0,11,1,0,1,1,Clear,0.46,0.4545,0.77,0.2985,1,12,13,9.705833333333333
7836,2011-11-28,Winter,0,11,3,0,1,1,Clear,0.44,0.4394,0.88,0.2239,1,4,5,9.705833333333333
7837,2011-11-28,Winter,0,11,4,0,1,1,Clear,0.44,0.4394,0.82,0.0896,0,4,4,9.705833333333333
7838,2011-11-28,Winter,0,11,5,0,1,1,Clear,0.4,0.4091,0.87,0.0,0,34,34,9.705833333333333
7839,2011-11-28,Winter,0,11,6,0,1,1,Clear,0.42,0.4242,0.82,0.0896,6,98,104,9.705833333333333
7840,2011-11-28,Winter,0,11,7,0,1,1,Clear,0.42,0.4242,0.88,0.0,7,270,277,9.705833333333333
7841,2011-11-28,Winter,0,11,8,0,1,1,Mist,0.42,0.4242,0.94,0.0,13,394,407,9.705833333333333
7842,2011-11-28,Winter,0,11,9,0,1,1,Mist,0.44,0.4394,0.88,0.2239,17,191,208,9.705833333333333
7843,2011-11-28,Winter,0,11,10,0,1,1,Mist,0.48,0.4697,0.77,0.1343,21,86,107,9.705833333333333
7844,2011-11-28,Winter,0,11,11,0,1,1,Mist,0.52,0.5,0.68,0.1045,11,107,118,9.705833333333333
7845,2011-11-28,Winter,0,11,12,0,1,1,Clear,0.56,0.5303,0.6,0.1045,13,165,178,9.705833333333333
7846,2011-11-28,Winter,0,11,13,0,1,1,Mist,0.58,0.5455,0.56,0.0,25,137,162,9.705833333333333
7847,2011-11-28,Winter,0,11,14,0,1,1,Clear,0.6,0.6212,0.56,0.0,14,129,143,9.705833333333333
7848,2011-11-28,Winter,0,11,15,0,1,1,Clear,0.58,0.5455,0.6,0.1642,18,132,150,9.705833333333333
7849,2011-11-28,Winter,0,11,16,0,1,1,Clear,0.56,0.5303,0.6,0.194,24,240,264,9.705833333333333
7850,2011-11-28,Winter,0,11,17,0,1,1,Clear,0.58,0.5455,0.56,0.194,24,444,468,9.705833333333333
7851,2011-11-28,Winter,0,11,18,0,1,1,Clear,0.56,0.5303,0.64,0.2239,20,396,416,9.705833333333333
7852,2011-11-28,Winter,0,11,19,0,1,1,Clear,0.54,0.5152,0.73,0.2239,4,260,264,9.705833333333333
7853,2011-11-28,Winter,0,11,20,0,1,1,Mist,0.54,0.5152,0.73,0.2537,12,206,218,9.705833333333333
7854,2011-11-28,Winter,0,11,21,0,1,1,Mist,0.54,0.5152,0.77,0.2239,4,152,156,9.705833333333333
7855,2011-11-28,Winter,0,11,22,0,1,1,Mist,0.52,0.5,0.83,0.1045,7,102,109,9.705833333333333
7856,2011-11-28,Winter,0,11,23,0,1,1,Mist,0.52,0.5,0.83,0.1343,5,41,46,9.705833333333333
7857,2011-11-29,Winter,0,11,0,0,2,1,Clear,0.52,0.5,0.83,0.0,4,18,22,9.68388888888889
7858,2011-11-29,Winter,0,11,1,0,2,1,Clear,0.52,0.5,0.83,0.0896,1,16,17,9.68388888888889
7859,2011-11-29,Winter,0,11,2,0,2,1,Mist,0.5,0.4848,0.88,0.0,0,5,5,9.68388888888889
7860,2011-11-29,Winter,0,11,3,0,2,1,Mist,0.5,0.4848,0.88,0.0,0,2,2,9.68388888888889
7861,2011-11-29,Winter,0,11,4,0,2,1,Mist,0.52,0.5,0.83,0.3284,1,5,6,9.68388888888889
7862,2011-11-29,Winter,0,11,5,0,2,1,Clear,0.5,0.4848,0.88,0.2836,1,21,22,9.68388888888889
7863,2011-11-29,Winter,0,11,6,0,2,1,Clear,0.52,0.5,0.83,0.2836,1,88,89,9.68388888888889
7864,2011-11-29,Winter,0,11,7,0,2,1,Clear,0.52,0.5,0.77,0.2239,12,330,342,9.68388888888889
7865,2011-11-29,Winter,0,11,8,0,2,1,Clear,0.54,0.5152,0.77,0.2836,9,440,449,9.68388888888889
7866,2011-11-29,Winter,0,11,9,0,2,1,Light Snow,0.56,0.5303,0.73,0.4179,5,197,202,9.68388888888889
7867,2011-11-29,Winter,0,11,10,0,2,1,Light Snow,0.56,0.5303,0.73,0.4179,2,34,36,9.68388888888889
7868,2011-11-29,Winter,0,11,11,0,2,1,Light Snow,0.5,0.4848,0.88,0.2985,1,10,11,9.68388888888889
7869,2011-11-29,Winter,0,11,12,0,2,1,Light Snow,0.42,0.4242,0.82,0.4179,1,17,18,9.68388888888889
7870,2011-11-29,Winter,0,11,13,0,2,1,Light Snow,0.42,0.4242,0.77,0.2836,0,22,22,9.68388888888889
7871,2011-11-29,Winter,0,11,14,0,2,1,Light Snow,0.4,0.4091,0.94,0.194,1,35,36,9.68388888888889
7872,2011-11-29,Winter,0,11,15,0,2,1,Light Snow,0.4,0.4091,0.87,0.3284,5,60,65,9.68388888888889
7873,2011-11-29,Winter,0,11,16,0,2,1,Light Snow,0.4,0.4091,0.87,0.2239,5,146,151,9.68388888888889
7874,2011-11-29,Winter,0,11,17,0,2,1,Mist,0.4,0.4091,0.87,0.2985,8,346,354,9.68388888888889
7875,2011-11-29,Winter,0,11,18,0,2,1,Mist,0.4,0.4091,0.82,0.2985,11,347,358,9.68388888888889
7876,2011-11-29,Winter,0,11,19,0,2,1,Mist,0.4,0.4091,0.82,0.3284,6,244,250,9.68388888888889
7877,2011-11-29,Winter,0,11,20,0,2,1,Mist,0.38,0.3939,0.87,0.2537,8,176,184,9.68388888888889
7878,2011-11-29,Winter,0,11,21,0,2,1,Mist,0.38,0.3939,0.87,0.2537,9,116,125,9.68388888888889
7879,2011-11-29,Winter,0,11,22,0,2,1,Clear,0.38,0.3939,0.82,0.2985,5,90,95,9.68388888888889
7880,2011-11-29,Winter,0,11,23,0,2,1,Clear,0.36,0.3333,0.76,0.3881,0,53,53,9.68388888888889
7881,2011-11-30,Winter,0,11,0,0,3,1,Clear,0.36,0.3333,0.62,0.4179,1,23,24,9.6625
7882,2011-11-30,Winter,0,11,1,0,3,1,Clear,0.34,0.303,0.66,0.3284,0,8,8,9.6625
7883,2011-11-30,Winter,0,11,2,0,3,1,Clear,0.32,0.3182,0.7,0.1642,0,5,5,9.6625
7884,2011-11-30,Winter,0,11,3,0,3,1,Clear,0.32,0.3182,0.7,0.1642,0,1,1,9.6625
7885,2011-11-30,Winter,0,11,4,0,3,1,Clear,0.3,0.2879,0.75,0.2239,0,5,5,9.6625
7886,2011-11-30,Winter,0,11,5,0,3,1,Clear,0.28,0.2727,0.81,0.194,1,21,22,9.6625
7887,2011-11-30,Winter,0,11,6,0,3,1,Clear,0.26,0.2727,0.87,0.1045,3,100,103,9.6625
7888,2011-11-30,Winter,0,11,7,0,3,1,Clear,0.26,0.2727,0.81,0.1045,9,276,285,9.6625
7889,2011-11-30,Winter,0,11,8,0,3,1,Clear,0.28,0.2727,0.81,0.194,13,465,478,9.6625
7890,2011-11-30,Winter,0,11,9,0,3,1,Clear,0.3,0.2879,0.75,0.2836,7,186,193,9.6625
7891,2011-11-30,Winter,0,11,10,0,3,1,Clear,0.34,0.3182,0.66,0.2239,15,95,110,9.6625
7892,2011-11-30,Winter,0,11,11,0,3,1,Clear,0.38,0.3939,0.54,0.2985,10,112,122,9.6625
7893,2011-11-30,Winter,0,11,12,0,3,1,Mist,0.36,0.3333,0.53,0.2836,12,148,160,9.6625
7894,2011-11-30,Winter,0,11,13,0,3,1,Mist,0.38,0.3939,0.43,0.3582,16,131,147,9.6625
7895,2011-11-30,Winter,0,11,14,0,3,1,Mist,0.38,0.3939,0.43,0.3582,13,99,112,9.6625
7896,2011-11-30,Winter,0,11,15,0,3,1,Clear,0.36,0.3333,0.46,0.3284,11,104,115,9.6625
7897,2011-11-30,Winter,0,11,16,0,3,1,Clear,0.36,0.3333,0.46,0.2836,27,199,226,9.6625
7898,2011-11-30,Winter,0,11,17,0,3,1,Mist,0.34,0.303,0.49,0.3284,15,365,380,9.6625
7899,2011-11-30,Winter,0,11,18,0,3,1,Clear,0.34,0.303,0.49,0.3284,7,369,376,9.6625
7900,2011-11-30,Winter,0,11,19,0,3,1,Mist,0.32,0.303,0.57,0.2836,6,273,279,9.6625
7901,2011-11-30,Winter,0,11,20,0,3,1,Mist,0.32,0.303,0.57,0.2836,6,184,190,9.6625
7902,2011-11-30,Winter,0,11,21,0,3,1,Clear,0.32,0.2879,0.53,0.3881,7,128,135,9.6625
7903,2011-11-30,Winter,0,11,22,0,3,1,Clear,0.3,0.2727,0.56,0.2985,5,82,87,9.6625
7904,2011-11-30,Winter,0,11,23,0,3,1,Clear,0.28,0.2576,0.52,0.2836,4,46,50,9.6625
7905,2011-12-01,Winter,0,12,0,0,4,1,Clear,0.28,0.2576,0.52,0.3284,1,19,20,9.641944444444444
7906,2011-12-01,Winter,0,12,1,0,4,1,Clear,0.26,0.2424,0.6,0.2836,1,9,10,9.641944444444444
7907,2011-12-01,Winter,0,12,2,0,4,1,Clear,0.26,0.2273,0.56,0.2985,1,8,9,9.641944444444444
7908,2011-12-01,Winter,0,12,3,0,4,1,Clear,0.26,0.2424,0.56,0.2537,1,6,7,9.641944444444444
7909,2011-12-01,Winter,0,12,4,0,4,1,Clear,0.26,0.2424,0.56,0.2836,0,1,1,9.641944444444444
7910,2011-12-01,Winter,0,12,5,0,4,1,Clear,0.26,0.2424,0.56,0.2537,1,23,24,9.641944444444444
7911,2011-12-01,Winter,0,12,6,0,4,1,Clear,0.24,0.2121,0.65,0.2836,5,92,97,9.641944444444444
7912,2011-12-01,Winter,0,12,7,0,4,1,Clear,0.24,0.2121,0.65,0.3582,11,265,276,9.641944444444444
7913,2011-12-01,Winter,0,12,8,0,4,1,Clear,0.26,0.2273,0.6,0.3284,15,462,477,9.641944444444444
7914,2011-12-01,Winter,0,12,9,0,4,1,Clear,0.3,0.2727,0.52,0.3284,9,215,224,9.641944444444444
7915,2011-12-01,Winter,0,12,10,0,4,1,Clear,0.32,0.303,0.53,0.2985,7,86,93,9.641944444444444
7916,2011-12-01,Winter,0,12,11,0,4,1,Clear,0.34,0.3182,0.49,0.2537,7,95,102,9.641944444444444
7917,2011-12-01,Winter,0,12,12,0,4,1,Clear,0.36,0.3485,0.46,0.2239,9,139,148,9.641944444444444
7918,2011-12-01,Winter,0,12,13,0,4,1,Clear,0.4,0.4091,0.4,0.2239,17,137,154,9.641944444444444
7919,2011-12-01,Winter,0,12,14,0,4,1,Clear,0.4,0.4091,0.4,0.2239,20,130,150,9.641944444444444
7920,2011-12-01,Winter,0,12,15,0,4,1,Clear,0.4,0.4091,0.4,0.2239,10,144,154,9.641944444444444
7921,2011-12-01,Winter,0,12,16,0,4,1,Clear,0.4,0.4091,0.4,0.194,9,192,201,9.641944444444444
7922,2011-12-01,Winter,0,12,17,0,4,1,Clear,0.36,0.3485,0.46,0.1343,9,409,418,9.641944444444444
7923,2011-12-01,Winter,0,12,18,0,4,1,Clear,0.36,0.3636,0.43,0.1045,12,393,405,9.641944444444444
7924,2011-12-01,Winter,0,12,19,0,4,1,Clear,0.34,0.3485,0.46,0.1045,9,219,228,9.641944444444444
7925,2011-12-01,Winter,0,12,20,0,4,1,Clear,0.34,0.3485,0.46,0.1045,12,178,190,9.641944444444444
7926,2011-12-01,Winter,0,12,21,0,4,1,Clear,0.3,0.3182,0.61,0.1045,8,154,162,9.641944444444444
7927,2011-12-01,Winter,0,12,22,0,4,1,Clear,0.3,0.3333,0.61,0.0,5,99,104,9.641944444444444
7928,2011-12-01,Winter,0,12,23,0,4,1,Clear,0.26,0.2879,0.7,0.0896,3,70,73,9.641944444444444
7929,2011-12-02,Winter,0,12,0,0,5,1,Clear,0.26,0.2879,0.7,0.0896,6,32,38,9.6225
7930,2011-12-02,Winter,0,12,1,0,5,1,Clear,0.24,0.2879,0.75,0.0,1,14,15,9.6225
7931,2011-12-02,Winter,0,12,2,0,5,1,Clear,0.24,0.2879,0.75,0.0,0,10,10,9.6225
7932,2011-12-02,Winter,0,12,3,0,5,1,Clear,0.22,0.2727,0.8,0.0,0,1,1,9.6225
7933,2011-12-02,Winter,0,12,4,0,5,1,Clear,0.22,0.2727,0.8,0.0,0,3,3,9.6225
7934,2011-12-02,Winter,0,12,5,0,5,1,Clear,0.22,0.2576,0.8,0.0896,0,23,23,9.6225
7935,2011-12-02,Winter,0,12,6,0,5,1,Clear,0.22,0.2727,0.8,0.0,3,84,87,9.6225
7936,2011-12-02,Winter,0,12,7,0,5,1,Clear,0.22,0.2576,0.87,0.0896,6,199,205,9.6225
7937,2011-12-02,Winter,0,12,8,0,5,1,Clear,0.24,0.2879,0.87,0.0,13,432,445,9.6225
7938,2011-12-02,Winter,0,12,9,0,5,1,Clear,0.28,0.3182,0.81,0.0,12,234,246,9.6225
7939,2011-12-02,Winter,0,12,10,0,5,1,Clear,0.3,0.2879,0.75,0.2239,16,89,105,9.6225
7940,2011-12-02,Winter,0,12,11,0,5,1,Clear,0.34,0.3333,0.66,0.1642,18,142,160,9.6225
7941,2011-12-02,Winter,0,12,12,0,5,1,Clear,0.36,0.3485,0.57,0.1343,18,186,204,9.6225
7942,2011-12-02,Winter,0,12,13,0,5,1,Clear,0.4,0.4091,0.47,0.1343,19,188,207,9.6225
7943,2011-12-02,Winter,0,12,14,0,5,1,Clear,0.42,0.4242,0.44,0.1045,25,145,170,9.6225
7944,2011-12-02,Winter,0,12,15,0,5,1,Clear,0.42,0.4242,0.41,0.0896,24,175,199,9.6225
7945,2011-12-02,Winter,0,12,16,0,5,1,Clear,0.42,0.4242,0.41,0.0896,22,254,276,9.6225
7946,2011-12-02,Winter,0,12,17,0,5,1,Clear,0.42,0.4242,0.38,0.0,20,391,411,9.6225
7947,2011-12-02,Winter,0,12,18,0,5,1,Clear,0.4,0.4091,0.5,0.0,10,362,372,9.6225
7948,2011-12-02,Winter,0,12,19,0,5,1,Clear,0.34,0.3182,0.53,0.2537,13,252,265,9.6225
7949,2011-12-02,Winter,0,12,20,0,5,1,Clear,0.38,0.3939,0.4,0.2836,12,178,190,9.6225
7950,2011-12-02,Winter,0,12,21,0,5,1,Clear,0.34,0.3333,0.49,0.194,9,102,111,9.6225
7951,2011-12-02,Winter,0,12,22,0,5,1,Clear,0.32,0.3182,0.53,0.194,7,95,102,9.6225
7952,2011-12-02,Winter,0,12,23,0,5,1,Clear,0.32,0.303,0.53,0.2836,14,81,95,9.6225
7953,2011-12-03,Winter,0,12,0,0,6,0,Clear,0.3,0.2879,0.56,0.2537,10,65,75,9.60361111111111
7954,2011-12-03,Winter,0,12,1,0,6,0,Clear,0.26,0.2576,0.65,0.194,9,62,71,9.60361111111111
7955,2011-12-03,Winter,0,12,2,0,6,0,Clear,0.26,0.2576,0.65,0.1642,9,41,50,9.60361111111111
7956,2011-12-03,Winter,0,12,3,0,6,0,Clear,0.24,0.2424,0.7,0.1343,4,5,9,9.60361111111111
7957,2011-12-03,Winter,0,12,4,0,6,0,Clear,0.22,0.2273,0.75,0.1343,1,7,8,9.60361111111111
7958,2011-12-03,Winter,0,12,5,0,6,0,Clear,0.24,0.2576,0.7,0.0896,0,6,6,9.60361111111111
7959,2011-12-03,Winter,0,12,6,0,6,0,Clear,0.24,0.2576,0.65,0.1045,1,10,11,9.60361111111111
7960,2011-12-03,Winter,0,12,7,0,6,0,Clear,0.22,0.2576,0.75,0.0896,2,24,26,9.60361111111111
7961,2011-12-03,Winter,0,12,8,0,6,0,Clear,0.24,0.2576,0.75,0.0896,1,62,63,9.60361111111111
7962,2011-12-03,Winter,0,12,9,0,6,0,Clear,0.26,0.2727,0.7,0.1045,25,99,124,9.60361111111111
7963,2011-12-03,Winter,0,12,10,0,6,0,Clear,0.32,0.3333,0.61,0.1343,22,173,195,9.60361111111111
7964,2011-12-03,Winter,0,12,11,0,6,0,Clear,0.32,0.3333,0.57,0.0896,48,227,275,9.60361111111111
7965,2011-12-03,Winter,0,12,12,0,6,0,Clear,0.36,0.3788,0.5,0.0,78,280,358,9.60361111111111
7966,2011-12-03,Winter,0,12,13,0,6,0,Clear,0.36,0.3636,0.5,0.0896,70,222,292,9.60361111111111
7967,2011-12-03,Winter,0,12,14,0,6,0,Clear,0.36,0.3788,0.46,0.0,92,251,343,9.60361111111111
7968,2011-12-03,Winter,0,12,15,0,6,0,Clear,0.38,0.3939,0.46,0.0,100,237,337,9.60361111111111
7969,2011-12-03,Winter,0,12,16,0,6,0,Clear,0.38,0.3939,0.46,0.0,75,230,305,9.60361111111111
7970,2011-12-03,Winter,0,12,17,0,6,0,Clear,0.36,0.3788,0.62,0.0,46,186,232,9.60361111111111
7971,2011-12-03,Winter,0,12,18,0,6,0,Clear,0.34,0.3333,0.53,0.1343,31,193,224,9.60361111111111
7972,2011-12-03,Winter,0,12,19,0,6,0,Clear,0.3,0.3182,0.61,0.0896,31,144,175,9.60361111111111
7973,2011-12-03,Winter,0,12,20,0,6,0,Clear,0.3,0.3182,0.61,0.0896,17,110,127,9.60361111111111
7974,2011-12-03,Winter,0,12,21,0,6,0,Mist,0.3,0.3182,0.61,0.0896,5,104,109,9.60361111111111
7975,2011-12-03,Winter,0,12,22,0,6,0,Mist,0.32,0.3333,0.61,0.0896,17,97,114,9.60361111111111
7976,2011-12-03,Winter,0,12,23,0,6,0,Clear,0.3,0.303,0.7,0.1343,12,73,85,9.60361111111111
7977,2011-12-04,Winter,0,12,0,0,0,0,Clear,0.3,0.3182,0.7,0.1045,19,64,83,9.585833333333333
7978,2011-12-04,Winter,0,12,1,0,0,0,Clear,0.3,0.3182,0.75,0.0896,20,54,74,9.585833333333333
7979,2011-12-04,Winter,0,12,2,0,0,0,Clear,0.26,0.303,0.81,0.0,11,51,62,9.585833333333333
7980,2011-12-04,Winter,0,12,3,0,0,0,Clear,0.28,0.3182,0.75,0.0,7,34,41,9.585833333333333
7981,2011-12-04,Winter,0,12,4,0,0,0,Clear,0.26,0.303,0.87,0.0,2,9,11,9.585833333333333
7982,2011-12-04,Winter,0,12,5,0,0,0,Clear,0.26,0.303,0.81,0.0,2,2,4,9.585833333333333
7983,2011-12-04,Winter,0,12,6,0,0,0,Clear,0.24,0.2879,0.93,0.0,1,3,4,9.585833333333333
7984,2011-12-04,Winter,0,12,7,0,0,0,Clear,0.26,0.303,0.87,0.0,3,23,26,9.585833333333333
7985,2011-12-04,Winter,0,12,8,0,0,0,Clear,0.26,0.303,0.87,0.0,7,48,55,9.585833333333333
7986,2011-12-04,Winter,0,12,9,0,0,0,Clear,0.3,0.3333,0.81,0.0,12,114,126,9.585833333333333
7987,2011-12-04,Winter,0,12,10,0,0,0,Clear,0.32,0.3333,0.81,0.1343,36,180,216,9.585833333333333
7988,2011-12-04,Winter,0,12,11,0,0,0,Clear,0.34,0.3333,0.81,0.1642,48,206,254,9.585833333333333
7989,2011-12-04,Winter,0,12,12,0,0,0,Clear,0.36,0.3485,0.81,0.1642,82,247,329,9.585833333333333
7990,2011-12-04,Winter,0,12,13,0,0,0,Clear,0.4,0.4091,0.66,0.2239,88,269,357,9.585833333333333
7991,2011-12-04,Winter,0,12,14,0,0,0,Clear,0.42,0.4242,0.62,0.1343,77,246,323,9.585833333333333
7992,2011-12-04,Winter,0,12,15,0,0,0,Clear,0.42,0.4242,0.62,0.194,69,227,296,9.585833333333333
7993,2011-12-04,Winter,0,12,16,0,0,0,Clear,0.42,0.4242,0.58,0.2239,64,266,330,9.585833333333333
7994,2011-12-04,Winter,0,12,17,0,0,0,Clear,0.38,0.3939,0.76,0.1343,38,207,245,9.585833333333333
7995,2011-12-04,Winter,0,12,18,0,0,0,Clear,0.38,0.3939,0.71,0.0,10,161,171,9.585833333333333
7996,2011-12-04,Winter,0,12,19,0,0,0,Clear,0.38,0.3939,0.76,0.0,15,158,173,9.585833333333333
7997,2011-12-04,Winter,0,12,20,0,0,0,Clear,0.36,0.3485,0.76,0.1343,8,116,124,9.585833333333333
7998,2011-12-04,Winter,0,12,21,0,0,0,Clear,0.36,0.3636,0.81,0.1045,7,65,72,9.585833333333333
7999,2011-12-04,Winter,0,12,22,0,0,0,Clear,0.34,0.3485,0.87,0.1045,5,59,64,9.585833333333333
8000,2011-12-04,Winter,0,12,23,0,0,0,Clear,0.34,0.3485,0.87,0.1045,3,42,45,9.585833333333333
8001,2011-12-05,Winter,0,12,0,0,1,1,Clear,0.32,0.3333,0.87,0.0896,3,21,24,9.568888888888889
8002,2011-12-05,Winter,0,12,1,0,1,1,Clear,0.32,0.3485,0.87,0.0,2,10,12,9.568888888888889
8003,2011-12-05,Winter,0,12,2,0,1,1,Clear,0.32,0.3485,0.87,0.0,0,8,8,9.568888888888889
8004,2011-12-05,Winter,0,12,3,0,1,1,Clear,0.32,0.3485,0.87,0.0,0,2,2,9.568888888888889
8005,2011-12-05,Winter,0,12,4,0,1,1,Clear,0.3,0.3182,0.87,0.1045,0,7,7,9.568888888888889
8006,2011-12-05,Winter,0,12,5,0,1,1,Clear,0.3,0.3182,0.87,0.1045,1,24,25,9.568888888888889
8007,2011-12-05,Winter,0,12,6,0,1,1,Clear,0.3,0.3182,0.93,0.0896,1,89,90,9.568888888888889
8008,2011-12-05,Winter,0,12,7,0,1,1,Clear,0.32,0.3485,0.9,0.0,9,274,283,9.568888888888889
8009,2011-12-05,Winter,0,12,8,0,1,1,Clear,0.32,0.3485,0.93,0.0,12,392,404,9.568888888888889
8010,2011-12-05,Winter,0,12,9,0,1,1,Mist,0.36,0.3636,0.87,0.0896,12,178,190,9.568888888888889
8011,2011-12-05,Winter,0,12,10,0,1,1,Mist,0.36,0.3636,0.87,0.0896,9,78,87,9.568888888888889
8012,2011-12-05,Winter,0,12,11,0,1,1,Mist,0.36,0.3636,0.87,0.0896,17,106,123,9.568888888888889
8013,2011-12-05,Winter,0,12,12,0,1,1,Mist,0.4,0.4091,0.76,0.1045,29,125,154,9.568888888888889
8014,2011-12-05,Winter,0,12,13,0,1,1,Mist,0.42,0.4242,0.71,0.0896,18,153,171,9.568888888888889
8015,2011-12-05,Winter,0,12,14,0,1,1,Mist,0.46,0.4545,0.67,0.0,7,126,133,9.568888888888889
8016,2011-12-05,Winter,0,12,15,0,1,1,Mist,0.46,0.4545,0.72,0.0896,16,132,148,9.568888888888889
8017,2011-12-05,Winter,0,12,16,0,1,1,Clear,0.5,0.4848,0.63,0.0896,10,238,248,9.568888888888889
8018,2011-12-05,Winter,0,12,17,0,1,1,Clear,0.42,0.4242,0.77,0.0,16,430,446,9.568888888888889
8019,2011-12-05,Winter,0,12,18,0,1,1,Clear,0.44,0.4394,0.77,0.0,13,386,399,9.568888888888889
8020,2011-12-05,Winter,0,12,19,0,1,1,Mist,0.46,0.4545,0.77,0.0,13,295,308,9.568888888888889
8021,2011-12-05,Winter,0,12,20,0,1,1,Mist,0.46,0.4545,0.82,0.1045,15,190,205,9.568888888888889
8022,2011-12-05,Winter,0,12,21,0,1,1,Mist,0.44,0.4394,0.88,0.0896,10,166,176,9.568888888888889
8023,2011-12-05,Winter,0,12,22,0,1,1,Mist,0.44,0.4394,0.88,0.1343,12,94,106,9.568888888888889
8024,2011-12-05,Winter,0,12,23,0,1,1,Mist,0.46,0.4545,0.88,0.1343,8,54,62,9.568888888888889
8025,2011-12-06,Winter,0,12,0,0,2,1,Mist,0.5,0.4848,0.77,0.2985,3,25,28,9.552777777777777
8026,2011-12-06,Winter,0,12,1,0,2,1,Mist,0.46,0.4545,0.88,0.2985,2,14,16,9.552777777777777
8027,2011-12-06,Winter,0,12,2,0,2,1,Mist,0.46,0.4545,0.87,0.194,0,3,3,9.552777777777777
8028,2011-12-06,Winter,0,12,3,0,2,1,Mist,0.46,0.4545,0.87,0.194,0,3,3,9.552777777777777
8029,2011-12-06,Winter,0,12,4,0,2,1,Light Snow,0.46,0.4545,0.88,0.2239,0,7,7,9.552777777777777
8030,2011-12-06,Winter,0,12,5,0,2,1,Light Snow,0.46,0.4545,0.88,0.2239,0,20,20,9.552777777777777
8031,2011-12-06,Winter,0,12,6,0,2,1,Mist,0.44,0.4394,0.94,0.2836,5,81,86,9.552777777777777
8032,2011-12-06,Winter,0,12,7,0,2,1,Mist,0.46,0.4545,0.94,0.194,7,227,234,9.552777777777777
8033,2011-12-06,Winter,0,12,8,0,2,1,Mist,0.46,0.4545,0.94,0.194,13,401,414,9.552777777777777
8034,2011-12-06,Winter,0,12,9,0,2,1,Mist,0.46,0.4545,0.94,0.2239,4,200,204,9.552777777777777
8035,2011-12-06,Winter,0,12,10,0,2,1,Light Snow,0.46,0.4545,0.94,0.2836,6,44,50,9.552777777777777
8036,2011-12-06,Winter,0,12,11,0,2,1,Light Snow,0.46,0.4545,0.94,0.2537,4,28,32,9.552777777777777
8037,2011-12-06,Winter,0,12,12,0,2,1,Light Snow,0.46,0.4545,1.0,0.2239,5,50,55,9.552777777777777
8038,2011-12-06,Winter,0,12,13,0,2,1,Light Snow,0.46,0.4545,1.0,0.194,6,65,71,9.552777777777777
8039,2011-12-06,Winter,0,12,14,0,2,1,Light Snow,0.48,0.4697,1.0,0.2239,6,69,75,9.552777777777777
8040,2011-12-06,Winter,0,12,15,0,2,1,Light Snow,0.5,0.4848,1.0,0.194,2,43,45,9.552777777777777
8041,2011-12-06,Winter,0,12,16,0,2,1,Light Snow,0.46,0.4545,1.0,0.2537,4,84,88,9.552777777777777
8042,2011-12-06,Winter,0,12,17,0,2,1,Mist,0.46,0.4545,1.0,0.2239,13,249,262,9.552777777777777
8043,2011-12-06,Winter,0,12,18,0,2,1,Mist,0.46,0.4545,1.0,0.2836,17,287,304,9.552777777777777
8044,2011-12-06,Winter,0,12,19,0,2,1,Light Snow,0.46,0.4545,1.0,0.2985,10,223,233,9.552777777777777
8045,2011-12-06,Winter,0,12,20,0,2,1,Light Snow,0.46,0.4545,1.0,0.2985,3,107,110,9.552777777777777
8046,2011-12-06,Winter,0,12,21,0,2,1,Mist,0.44,0.4394,1.0,0.194,6,108,114,9.552777777777777
8047,2011-12-06,Winter,0,12,22,0,2,1,Light Snow,0.46,0.4545,1.0,0.1642,5,82,87,9.552777777777777
8048,2011-12-06,Winter,0,12,23,0,2,1,Light Snow,0.46,0.4545,1.0,0.1642,5,48,53,9.552777777777777
8049,2011-12-07,Winter,0,12,0,0,3,1,Clear,0.44,0.4394,1.0,0.194,3,30,33,9.5375
