season,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt,day,daylight_hours
1,2,0,3,1,1,0.3,0.56,0.2836,4,7,11.6025
1,3,0,3,1,1,0.3,0.56,0.3582,3,7,11.6025
1,4,0,3,1,1,0.28,0.61,0.3284,3,7,11.6025
1,5,0,3,1,1,0.28,0.56,0.2985,18,7,11.6025
1,6,0,3,1,1,0.28,0.61,0.3881,108,7,11.6025
1,7,0,3,1,1,0.26,0.65,0.3881,344,7,11.6025
1,8,0,3,1,1,0.28,0.61,0.2985,566,7,11.6025
1,9,0,3,1,1,0.3,0.61,0.3284,264,7,11.6025
1,10,0,3,1,1,0.36,0.5,0.2985,147,7,11.6025
1,11,0,3,1,1,0.42,0.38,0.2985,161,7,11.6025
1,12,0,3,1,1,0.44,0.38,0.3881,215,7,11.6025
1,13,0,3,1,1,0.5,0.34,0.4179,205,7,11.6025
1,14,0,3,1,1,0.52,0.36,0.3284,175,7,11.6025
1,15,0,3,1,1,0.54,0.37,0.4478,209,7,11.6025
1,16,0,3,1,1,0.56,0.37,0.4179,288,7,11.6025
1,17,0,3,1,1,0.56,0.43,0.4925,612,7,11.6025
1,18,0,3,1,1,0.56,0.4,0.4627,544,7,11.6025
1,19,0,3,1,1,0.54,0.42,0.3582,361,7,11.6025
1,20,0,3,1,1,0.5,0.51,0.2537,260,7,11.6025
1,21,0,3,1,1,0.44,0.62,0.2537,188,7,11.6025
1,22,0,3,1,1,0.46,0.59,0.2985,159,7,11.6025
1,23,0,3,1,1,0.44,0.62,0.3284,62,7,11.6025
1,0,0,4,1,1,0.44,0.62,0.3284,46,8,11.644722222222223
1,1,0,4,1,1,0.46,0.63,0.3284,21,8,11.644722222222223
1,2,0,4,1,1,0.46,0.63,0.3881,11,8,11.644722222222223
1,3,0,4,1,1,0.46,0.63,0.3881,3,8,11.644722222222223
1,4,0,4,1,1,0.44,0.72,0.2836,2,8,11.644722222222223
1,5,0,4,1,1,0.42,0.77,0.2239,29,8,11.644722222222223
1,6,0,4,1,1,0.42,0.77,0.2537,109,8,11.644722222222223
1,7,0,4,1,1,0.42,0.77,0.3582,334,8,11.644722222222223
1,8,0,4,1,1,0.44,0.77,0.3881,585,8,11.644722222222223
1,9,0,4,1,1,0.46,0.72,0.4627,301,8,11.644722222222223
1,10,0,4,1,1,0.5,0.68,0.4627,138,8,11.644722222222223
1,11,0,4,1,2,0.54,0.6,0.4627,204,8,11.644722222222223
1,12,0,4,1,2,0.56,0.6,0.4478,251,8,11.644722222222223
1,13,0,4,1,2,0.6,0.49,0.6418,233,8,11.644722222222223
1,14,0,4,1,2,0.62,0.43,0.6418,203,8,11.644722222222223
1,15,0,4,1,1,0.64,0.38,0.6866,185,8,11.644722222222223
1,16,0,4,1,2,0.62,0.41,0.6418,342,8,11.644722222222223
1,17,0,4,1,1,0.62,0.38,0.6567,597,8,11.644722222222223
1,18,0,4,1,2,0.62,0.38,0.5522,590,8,11.644722222222223
1,19,0,4,1,2,0.6,0.4,0.4478,416,8,11.644722222222223
1,20,0,4,1,2,0.6,0.43,0.3881,302,8,11.644722222222223
1,21,0,4,1,1,0.6,0.43,0.3881,233,8,11.644722222222223
1,22,0,4,1,1,0.56,0.49,0.3284,153,8,11.644722222222223
1,23,0,4,1,2,0.56,0.49,0.4478,94,8,11.644722222222223
1,0,0,5,1,2,0.58,0.49,0.4627,54,9,11.686944444444444
1,1,0,5,1,3,0.56,0.52,0.4925,26,9,11.686944444444444
1,2,0,5,1,3,0.48,0.77,0.4179,11,9,11.686944444444444
1,3,0,5,1,1,0.46,0.77,0.5224,7,9,11.686944444444444
1,4,0,5,1,3,0.4,0.66,0.2836,1,9,11.686944444444444
1,5,0,5,1,3,0.4,0.66,0.2836,29,9,11.686944444444444
1,6,0,5,1,2,0.4,0.5,0.3582,85,9,11.686944444444444
1,7,0,5,1,2,0.38,0.4,0.2985,268,9,11.686944444444444
1,8,0,5,1,2,0.34,0.42,0.5224,501,9,11.686944444444444
1,9,0,5,1,2,0.34,0.42,0.5224,284,9,11.686944444444444
1,10,0,5,1,2,0.34,0.36,0.4925,159,9,11.686944444444444
1,11,0,5,1,2,0.36,0.34,0.3582,187,9,11.686944444444444
1,12,0,5,1,1,0.36,0.34,0.4179,201,9,11.686944444444444
1,13,0,5,1,2,0.38,0.29,0.3881,224,9,11.686944444444444
1,14,0,5,1,1,0.42,0.28,0.4627,178,9,11.686944444444444
1,15,0,5,1,1,0.46,0.24,0.2537,238,9,11.686944444444444
1,16,0,5,1,1,0.48,0.23,0.4179,343,9,11.686944444444444
1,17,0,5,1,1,0.46,0.24,0.3881,566,9,11.686944444444444
1,18,0,5,1,1,0.44,0.26,0.5224,470,9,11.686944444444444
1,19,0,5,1,1,0.42,0.28,0.6119,244,9,11.686944444444444
1,20,0,5,1,1,0.38,0.32,0.3582,159,9,11.686944444444444
1,21,0,5,1,1,0.36,0.34,0.3284,141,9,11.686944444444444
1,22,0,5,1,1,0.34,0.31,0.4925,107,9,11.686944444444444
1,23,0,5,1,1,0.32,0.33,0.2985,86,9,11.686944444444444
1,0,0,6,0,1,0.3,0.36,0.3582,77,10,11.729444444444445
1,1,0,6,0,1,0.3,0.36,0.2537,51,10,11.729444444444445
1,2,0,6,0,1,0.26,0.41,0.2537,42,10,11.729444444444445
1,3,0,6,0,1,0.26,0.41,0.2985,16,10,11.729444444444445
1,4,0,6,0,1,0.24,0.41,0.3582,4,10,11.729444444444445
1,5,0,6,0,1,0.22,0.42,0.2836,10,10,11.729444444444445
1,6,0,6,0,1,0.22,0.44,0.2836,12,10,11.729444444444445
1,7,0,6,0,1,0.22,0.44,0.2537,40,10,11.729444444444445
1,8,0,6,0,1,0.22,0.44,0.2985,111,10,11.729444444444445
1,9,0,6,0,1,0.24,0.41,0.3284,148,10,11.729444444444445
1,10,0,6,0,1,0.26,0.35,0.4179,223,10,11.729444444444445
1,11,0,6,0,1,0.3,0.33,0.3284,274,10,11.729444444444445
1,12,0,6,0,1,0.3,0.33,0.3284,329,10,11.729444444444445
1,13,0,6,0,1,0.32,0.29,0.2836,357,10,11.729444444444445
1,14,0,6,0,1,0.34,0.27,0.2836,379,10,11.729444444444445
1,15,0,6,0,1,0.34,0.25,0.0,406,10,11.729444444444445
1,16,0,6,0,1,0.36,0.23,0.0,390,10,11.729444444444445
1,17,0,6,0,1,0.36,0.23,0.0,354,10,11.729444444444445
1,18,0,6,0,1,0.36,0.21,0.0896,297,10,11.729444444444445
1,19,0,6,0,1,0.34,0.25,0.0,184,10,11.729444444444445
1,20,0,6,0,1,0.32,0.33,0.1343,121,10,11.729444444444445
1,21,0,6,0,1,0.3,0.39,0.2239,110,10,11.729444444444445
1,22,0,6,0,1,0.26,0.44,0.1642,100,10,11.729444444444445
1,23,0,6,0,1,0.26,0.41,0.194,83,10,11.729444444444445
1,0,0,0,0,1,0.26,0.44,0.0896,69,11,11.771666666666667
1,1,0,0,0,1,0.24,0.52,0.1642,61,11,11.771666666666667
1,3,0,0,0,1,0.24,0.6,0.1343,66,11,11.771666666666667
1,4,0,0,0,1,0.24,0.6,0.1343,22,11,11.771666666666667
1,5,0,0,0,1,0.24,0.6,0.1642,7,11,11.771666666666667
1,6,0,0,0,1,0.24,0.7,0.1642,10,11,11.771666666666667
1,7,0,0,0,1,0.22,0.69,0.1343,17,11,11.771666666666667
1,8,0,0,0,1,0.22,0.69,0.1343,72,11,11.771666666666667
1,9,0,0,0,1,0.26,0.6,0.2239,90,11,11.771666666666667
1,10,0,0,0,1,0.32,0.49,0.2836,218,11,11.771666666666667
1,11,0,0,0,1,0.36,0.43,0.2836,299,11,11.771666666666667
1,12,0,0,0,1,0.4,0.37,0.2985,410,11,11.771666666666667
1,13,0,0,0,1,0.42,0.41,0.2985,464,11,11.771666666666667
1,14,0,0,0,1,0.46,0.31,0.2836,501,11,11.771666666666667
1,15,0,0,0,1,0.5,0.29,0.2985,487,11,11.771666666666667
1,16,0,0,0,1,0.5,0.31,0.3582,509,11,11.771666666666667
1,17,0,0,0,1,0.52,0.27,0.2985,498,11,11.771666666666667
1,18,0,0,0,1,0.52,0.29,0.2836,389,11,11.771666666666667
1,19,0,0,0,1,0.5,0.31,0.2836,258,11,11.771666666666667
1,20,0,0,0,1,0.44,0.47,0.2239,171,11,11.771666666666667
1,21,0,0,0,1,0.42,0.54,0.2239,147,11,11.771666666666667
1,22,0,0,0,1,0.4,0.54,0.194,94,11,11.771666666666667
1,23,0,0,0,1,0.4,0.5,0.1642,52,11,11.771666666666667
1,0,0,1,1,1,0.38,0.54,0.194,24,12,11.814166666666667
1,1,0,1,1,1,0.38,0.5,0.1343,10,12,11.814166666666667
1,2,0,1,1,1,0.38,0.54,0.1045,9,12,11.814166666666667
1,3,0,1,1,1,0.36,0.5,0.1343,2,12,11.814166666666667
1,4,0,1,1,1,0.34,0.61,0.194,3,12,11.814166666666667
1,5,0,1,1,1,0.34,0.61,0.194,16,12,11.814166666666667
1,6,0,1,1,1,0.34,0.57,0.1045,88,12,11.814166666666667
1,7,0,1,1,1,0.34,0.53,0.1045,268,12,11.814166666666667
1,8,0,1,1,1,0.34,0.61,0.1343,564,12,11.814166666666667
1,9,0,1,1,1,0.38,0.54,0.1642,281,12,11.814166666666667
1,10,0,1,1,1,0.4,0.5,0.2239,137,12,11.814166666666667
1,11,0,1,1,1,0.44,0.44,0.2239,150,12,11.814166666666667
1,12,0,1,1,1,0.48,0.39,0.2239,221,12,11.814166666666667
1,13,0,1,1,2,0.54,0.32,0.2537,250,12,11.814166666666667
1,14,0,1,1,2,0.58,0.32,0.2836,221,12,11.814166666666667
1,15,0,1,1,1,0.56,0.4,0.1343,233,12,11.814166666666667
1,16,0,1,1,1,0.62,0.35,0.4478,332,12,11.814166666666667
1,17,0,1,1,2,0.62,0.38,0.4179,644,12,11.814166666666667
1,18,0,1,1,2,0.6,0.43,0.194,712,12,11.814166666666667
1,19,0,1,1,2,0.56,0.49,0.2239,446,12,11.814166666666667
1,20,0,1,1,2,0.56,0.49,0.2239,286,12,11.814166666666667
1,21,0,1,1,2,0.54,0.56,0.2239,205,12,11.814166666666667
1,22,0,1,1,2,0.56,0.56,0.2239,133,12,11.814166666666667
1,23,0,1,1,1,0.56,0.56,0.2239,63,12,11.814166666666667
1,0,0,2,1,2,0.56,0.52,0.194,26,13,11.856666666666667
1,1,0,2,1,2,0.52,0.59,0.2239,16,13,11.856666666666667
1,2,0,2,1,3,0.52,0.72,0.2985,1,13,11.856666666666667
1,3,0,2,1,3,0.52,0.72,0.2985,2,13,11.856666666666667
1,4,0,2,1,2,0.46,0.82,0.194,1,13,11.856666666666667
1,5,0,2,1,2,0.46,0.82,0.194,24,13,11.856666666666667
1,6,0,2,1,3,0.46,0.82,0.194,113,13,11.856666666666667
1,7,0,2,1,2,0.46,0.82,0.2836,308,13,11.856666666666667
1,8,0,2,1,1,0.46,0.82,0.2836,593,13,11.856666666666667
1,9,0,2,1,1,0.48,0.82,0.2836,342,13,11.856666666666667
1,10,0,2,1,1,0.52,0.77,0.2239,143,13,11.856666666666667
1,11,0,2,1,1,0.54,0.73,0.2836,219,13,11.856666666666667
1,12,0,2,1,1,0.6,0.6,0.2836,244,13,11.856666666666667
1,13,0,2,1,1,0.6,0.6,0.3881,233,13,11.856666666666667
1,14,0,2,1,1,0.64,0.53,0.3284,212,13,11.856666666666667
1,15,0,2,1,1,0.7,0.39,0.2239,264,13,11.856666666666667
1,16,0,2,1,1,0.72,0.34,0.3881,365,13,11.856666666666667
1,17,0,2,1,1,0.7,0.37,0.1045,676,13,11.856666666666667
1,18,0,2,1,1,0.7,0.34,0.2985,734,13,11.856666666666667
1,19,0,2,1,1,0.64,0.47,0.2239,479,13,11.856666666666667
1,20,0,2,1,1,0.6,0.49,0.1642,351,13,11.856666666666667
1,21,0,2,1,1,0.58,0.56,0.1045,244,13,11.856666666666667
1,22,0,2,1,1,0.56,0.6,0.0896,170,13,11.856666666666667
1,23,0,2,1,1,0.56,0.56,0.1343,87,13,11.856666666666667
1,0,0,3,1,1,0.54,0.6,0.1045,39,14,11.899166666666666
1,1,0,3,1,1,0.52,0.63,0.0896,27,14,11.899166666666666
1,2,0,3,1,1,0.5,0.68,0.194,2,14,11.899166666666666
1,3,0,3,1,1,0.48,0.72,0.194,4,14,11.899166666666666
1,4,0,3,1,1,0.48,0.67,0.0896,5,14,11.899166666666666
1,5,0,3,1,1,0.44,0.82,0.1343,27,14,11.899166666666666
1,6,0,3,1,1,0.44,0.82,0.0896,121,14,11.899166666666666
1,7,0,3,1,1,0.44,0.82,0.1045,368,14,11.899166666666666
1,8,0,3,1,1,0.44,0.82,0.0,662,14,11.899166666666666
1,9,0,3,1,1,0.52,0.68,0.0,351,14,11.899166666666666
1,10,0,3,1,1,0.56,0.56,0.1045,188,14,11.899166666666666
1,11,0,3,1,2,0.62,0.41,0.1642,220,14,11.899166666666666
1,12,0,3,1,2,0.64,0.29,0.0,267,14,11.899166666666666
1,13,0,3,1,1,0.66,0.27,0.2239,254,14,11.899166666666666
1,14,0,3,1,1,0.7,0.23,0.3284,224,14,11.899166666666666
1,15,0,3,1,1,0.7,0.24,0.0,283,14,11.899166666666666
1,16,0,3,1,1,0.72,0.25,0.194,356,14,11.899166666666666
1,17,0,3,1,1,0.7,0.28,0.0896,782,14,11.899166666666666
1,18,0,3,1,1,0.7,0.32,0.0,749,14,11.899166666666666
1,19,0,3,1,1,0.64,0.33,0.1642,472,14,11.899166666666666
1,20,0,3,1,1,0.62,0.35,0.1045,330,14,11.899166666666666
1,21,0,3,1,1,0.6,0.4,0.0896,288,14,11.899166666666666
1,22,0,3,1,1,0.52,0.55,0.1343,202,14,11.899166666666666
1,23,0,3,1,1,0.56,0.43,0.1642,91,14,11.899166666666666
1,0,0,4,1,1,0.54,0.49,0.1343,60,15,11.941666666666666
1,1,0,4,1,1,0.5,0.59,0.1045,23,15,11.941666666666666
1,2,0,4,1,1,0.5,0.59,0.0,19,15,11.941666666666666
1,3,0,4,1,1,0.5,0.63,0.0,7,15,11.941666666666666
1,4,0,4,1,1,0.44,0.77,0.1045,14,15,11.941666666666666
1,5,0,4,1,1,0.46,0.67,0.0,26,15,11.941666666666666
1,6,0,4,1,1,0.44,0.72,0.0896,117,15,11.941666666666666
1,7,0,4,1,1,0.44,0.72,0.0896,381,15,11.941666666666666
1,8,0,4,1,1,0.44,0.77,0.1045,623,15,11.941666666666666
1,9,0,4,1,1,0.48,0.77,0.0896,315,15,11.941666666666666
1,10,0,4,1,1,0.52,0.68,0.1045,164,15,11.941666666666666
1,11,0,4,1,1,0.56,0.6,0.1343,211,15,11.941666666666666
1,12,0,4,1,2,0.62,0.5,0.1343,265,15,11.941666666666666
1,13,0,4,1,2,0.66,0.41,0.0896,273,15,11.941666666666666
1,14,0,4,1,2,0.72,0.3,0.1045,258,15,11.941666666666666
1,15,0,4,1,1,0.72,0.32,0.2239,287,15,11.941666666666666
1,16,0,4,1,1,0.72,0.37,0.3881,426,15,11.941666666666666
1,17,0,4,1,1,0.7,0.39,0.2537,713,15,11.941666666666666
1,18,0,4,1,1,0.66,0.44,0.2836,746,15,11.941666666666666
1,19,0,4,1,2,0.64,0.5,0.194,425,15,11.941666666666666
1,20,0,4,1,2,0.58,0.6,0.3582,330,15,11.941666666666666
1,21,0,4,1,1,0.54,0.68,0.2836,243,15,11.941666666666666
1,22,0,4,1,1,0.52,0.68,0.1343,169,15,11.941666666666666
1,23,0,4,1,1,0.48,0.72,0.194,97,15,11.941666666666666
1,0,0,5,1,1,0.44,0.77,0.2537,57,16,11.984166666666667
1,1,0,5,1,2,0.42,0.82,0.3284,26,16,11.984166666666667
1,2,0,5,1,2,0.42,0.82,0.194,4,16,11.984166666666667
1,3,0,5,1,2,0.4,0.87,0.2836,3,16,11.984166666666667
1,4,0,5,1,2,0.4,0.87,0.2537,3,16,11.984166666666667
1,5,0,5,1,2,0.4,0.87,0.2239,32,16,11.984166666666667
1,6,0,5,1,2,0.4,0.87,0.1642,99,16,11.984166666666667
1,7,0,5,1,2,0.4,0.87,0.194,278,16,11.984166666666667
1,8,0,5,1,2,0.4,0.87,0.2239,562,16,11.984166666666667
1,9,0,5,1,2,0.42,0.82,0.0,312,16,11.984166666666667
1,10,0,5,1,2,0.4,0.87,0.0896,180,16,11.984166666666667
1,11,0,5,1,2,0.44,0.77,0.0,207,16,11.984166666666667
1,12,0,5,1,2,0.44,0.82,0.1343,294,16,11.984166666666667
1,13,0,5,1,2,0.46,0.77,0.0896,260,16,11.984166666666667
1,14,0,5,1,2,0.48,0.72,0.0,202,16,11.984166666666667
1,15,0,5,1,3,0.46,0.82,0.1045,107,16,11.984166666666667
1,16,0,5,1,3,0.48,0.77,0.0,129,16,11.984166666666667
1,17,0,5,1,3,0.48,0.82,0.0896,258,16,11.984166666666667
1,18,0,5,1,3,0.48,0.82,0.0896,408,16,11.984166666666667
1,19,0,5,1,2,0.46,0.88,0.0,296,16,11.984166666666667
1,20,0,5,1,1,0.46,0.88,0.0,235,16,11.984166666666667
1,21,0,5,1,2,0.44,0.94,0.0,152,16,11.984166666666667
1,22,0,5,1,2,0.44,0.94,0.0,148,16,11.984166666666667
1,23,0,5,1,2,0.44,0.94,0.0,126,16,11.984166666666667
1,0,0,6,0,2,0.44,0.94,0.0896,100,17,12.026666666666667
1,1,0,6,0,2,0.44,0.94,0.0,69,17,12.026666666666667
1,2,0,6,0,2,0.44,0.88,0.0,42,17,12.026666666666667
1,3,0,6,0,2,0.44,0.88,0.0,26,17,12.026666666666667
1,4,0,6,0,2,0.42,0.94,0.0,2,17,12.026666666666667
1,5,0,6,0,2,0.42,0.94,0.0896,8,17,12.026666666666667
1,6,0,6,0,2,0.42,0.94,0.194,30,17,12.026666666666667
1,7,0,6,0,2,0.4,1.0,0.1343,86,17,12.026666666666667
1,8,0,6,0,2,0.42,0.94,0.1045,218,17,12.026666666666667
1,9,0,6,0,2,0.44,0.88,0.0896,321,17,12.026666666666667
1,10,0,6,0,2,0.5,0.77,0.0896,443,17,12.026666666666667
1,11,0,6,0,2,0.52,0.77,0.1343,585,17,12.026666666666667
1,12,0,6,0,1,0.56,0.68,0.1642,651,17,12.026666666666667
1,13,0,6,0,1,0.6,0.6,0.1045,686,17,12.026666666666667
1,14,0,6,0,1,0.62,0.53,0.0896,690,17,12.026666666666667
1,15,0,6,0,1,0.64,0.53,0.1343,679,17,12.026666666666667
1,16,0,6,0,1,0.64,0.5,0.0,685,17,12.026666666666667
1,17,0,6,0,1,0.64,0.5,0.1343,648,17,12.026666666666667
1,18,0,6,0,1,0.62,0.57,0.2985,560,17,12.026666666666667
1,19,0,6,0,1,0.58,0.64,0.2836,417,17,12.026666666666667
1,20,0,6,0,1,0.56,0.64,0.194,271,17,12.026666666666667
1,21,0,6,0,1,0.54,0.68,0.1642,223,17,12.026666666666667
1,22,0,6,0,1,0.54,0.68,0.0,211,17,12.026666666666667
1,23,0,6,0,1,0.5,0.77,0.1642,185,17,12.026666666666667
1,0,0,0,0,1,0.46,0.88,0.194,107,18,12.069166666666666
1,1,0,0,0,1,0.46,0.82,0.1343,113,18,12.069166666666666
1,2,0,0,0,2,0.46,0.82,0.1045,56,18,12.069166666666666
1,3,0,0,0,2,0.44,0.88,0.1343,18,18,12.069166666666666
1,4,0,0,0,2,0.42,0.94,0.1642,14,18,12.069166666666666
1,5,0,0,0,2,0.4,0.94,0.1045,6,18,12.069166666666666
1,6,0,0,0,2,0.4,0.94,0.1045,11,18,12.069166666666666
1,7,0,0,0,3,0.42,0.88,0.1642,42,18,12.069166666666666
1,8,0,0,0,2,0.42,0.88,0.1045,96,18,12.069166666666666
1,9,0,0,0,2,0.42,0.88,0.0896,178,18,12.069166666666666
1,10,0,0,0,2,0.42,0.88,0.1045,351,18,12.069166666666666
1,11,0,0,0,2,0.44,0.82,0.1642,368,18,12.069166666666666
1,12,0,0,0,2,0.44,0.88,0.1343,503,18,12.069166666666666
1,13,0,0,0,2,0.46,0.82,0.1642,544,18,12.069166666666666
1,14,0,0,0,2,0.5,0.77,0.0896,521,18,12.069166666666666
1,15,0,0,0,1,0.54,0.68,0.0896,554,18,12.069166666666666
1,16,0,0,0,1,0.54,0.73,0.0896,541,18,12.069166666666666
1,17,0,0,0,1,0.56,0.64,0.0896,541,18,12.069166666666666
1,18,0,0,0,1,0.56,0.64,0.1642,459,18,12.069166666666666
1,19,0,0,0,1,0.56,0.64,0.1642,352,18,12.069166666666666
1,20,0,0,0,1,0.52,0.77,0.1343,198,18,12.069166666666666
1,21,0,0,0,1,0.52,0.72,0.0896,173,18,12.069166666666666
1,22,0,0,0,1,0.5,0.77,0.1045,100,18,12.069166666666666
1,23,0,0,0,1,0.48,0.82,0.1642,46,18,12.069166666666666
1,0,0,1,1,1,0.48,0.82,0.1045,23,19,12.111666666666666
1,1,0,1,1,1,0.46,0.88,0.1045,15,19,12.111666666666666
1,2,0,1,1,1,0.46,0.88,0.1642,8,19,12.111666666666666
1,3,0,1,1,1,0.46,0.88,0.0896,2,19,12.111666666666666
1,4,0,1,1,1,0.44,0.94,0.0,3,19,12.111666666666666
1,5,0,1,1,1,0.44,0.94,0.0,31,19,12.111666666666666
1,6,0,1,1,1,0.46,0.88,0.1343,120,19,12.111666666666666
1,7,0,1,1,1,0.46,0.88,0.194,354,19,12.111666666666666
1,8,0,1,1,1,0.46,0.88,0.1045,579,19,12.111666666666666
1,9,0,1,1,1,0.5,0.72,0.1642,331,19,12.111666666666666
1,10,0,1,1,1,0.52,0.72,0.1343,184,19,12.111666666666666
1,11,0,1,1,1,0.56,0.68,0.1642,201,19,12.111666666666666
1,12,0,1,1,1,0.6,0.64,0.2537,282,19,12.111666666666666
1,13,0,1,1,1,0.62,0.61,0.2537,263,19,12.111666666666666
1,14,0,1,1,2,0.64,0.57,0.194,260,19,12.111666666666666
1,15,0,1,1,1,0.64,0.57,0.2239,286,19,12.111666666666666
1,16,0,1,1,1,0.66,0.5,0.2239,385,19,12.111666666666666
1,17,0,1,1,1,0.64,0.53,0.2239,721,19,12.111666666666666
1,18,0,1,1,1,0.64,0.57,0.2537,801,19,12.111666666666666
1,19,0,1,1,1,0.62,0.61,0.2239,549,19,12.111666666666666
1,20,0,1,1,1,0.6,0.64,0.2239,330,19,12.111666666666666
1,21,0,1,1,1,0.6,0.64,0.1642,223,19,12.111666666666666
1,22,0,1,1,2,0.56,0.73,0.1642,148,19,12.111666666666666
1,23,0,1,1,2,0.56,0.78,0.1343,54,19,12.111666666666666
1,0,0,2,1,2,0.56,0.78,0.0896,29,20,12.154166666666667
1,1,0,2,1,1,0.54,0.88,0.0,15,20,12.154166666666667
1,2,0,2,1,1,0.54,0.88,0.0896,10,20,12.154166666666667
1,3,0,2,1,2,0.54,0.88,0.0,3,20,12.154166666666667
1,4,0,2,1,2,0.52,0.88,0.1343,6,20,12.154166666666667
1,5,0,2,1,2,0.52,0.94,0.0,20,20,12.154166666666667
1,6,0,2,1,2,0.52,0.94,0.1642,100,20,12.154166666666667
1,7,0,2,1,3,0.52,0.94,0.2239,170,20,12.154166666666667
1,8,0,2,1,2,0.52,0.88,0.1045,516,20,12.154166666666667
1,9,0,2,1,2,0.54,0.88,0.1642,325,20,12.154166666666667
1,10,0,2,1,1,0.54,0.88,0.194,163,20,12.154166666666667
1,11,0,2,1,1,0.58,0.83,0.1343,230,20,12.154166666666667
1,12,0,2,1,1,0.6,0.78,0.2537,261,20,12.154166666666667
1,13,0,2,1,1,0.6,0.78,0.194,284,20,12.154166666666667
1,14,0,2,1,2,0.6,0.73,0.1642,248,20,12.154166666666667
1,15,0,2,1,2,0.62,0.69,0.1045,244,20,12.154166666666667
1,16,0,2,1,1,0.62,0.66,0.2239,431,20,12.154166666666667
1,17,0,2,1,1,0.6,0.73,0.194,750,20,12.154166666666667
1,18,0,2,1,1,0.6,0.69,0.2537,801,20,12.154166666666667
1,19,0,2,1,1,0.58,0.73,0.1343,555,20,12.154166666666667
1,20,0,2,1,1,0.58,0.68,0.0896,377,20,12.154166666666667
1,21,0,2,1,1,0.56,0.73,0.0,277,20,12.154166666666667
1,22,0,2,1,1,0.54,0.77,0.0,188,20,12.154166666666667
1,23,0,2,1,1,0.52,0.83,0.0,90,20,12.154166666666667
2,0,0,3,1,1,0.52,0.88,0.0,33,21,12.196666666666667
2,1,0,3,1,1,0.52,0.83,0.0896,26,21,12.196666666666667
2,2,0,3,1,1,0.5,0.88,0.1343,10,21,12.196666666666667
2,3,0,3,1,2,0.5,0.88,0.194,8,21,12.196666666666667
2,4,0,3,1,2,0.5,0.88,0.1343,4,21,12.196666666666667
2,5,0,3,1,2,0.5,0.88,0.1343,39,21,12.196666666666667
2,6,0,3,1,2,0.48,0.94,0.2239,149,21,12.196666666666667
2,7,0,3,1,3,0.48,0.94,0.194,372,21,12.196666666666667
2,8,0,3,1,3,0.48,0.94,0.1045,535,21,12.196666666666667
2,9,0,3,1,2,0.5,0.88,0.1642,293,21,12.196666666666667
2,10,0,3,1,2,0.52,0.83,0.1642,154,21,12.196666666666667
2,11,0,3,1,2,0.52,0.83,0.1642,192,21,12.196666666666667
2,12,0,3,1,2,0.54,0.77,0.0,229,21,12.196666666666667
2,13,0,3,1,2,0.54,0.83,0.0,303,21,12.196666666666667
2,14,0,3,1,2,0.56,0.78,0.0,225,21,12.196666666666667
2,15,0,3,1,2,0.56,0.78,0.0,243,21,12.196666666666667
2,16,0,3,1,1,0.58,0.73,0.0,378,21,12.196666666666667
2,17,0,3,1,1,0.6,0.69,0.0896,729,21,12.196666666666667
2,18,0,3,1,1,0.6,0.69,0.0,779,21,12.196666666666667
2,19,0,3,1,1,0.6,0.64,0.0,582,21,12.196666666666667
2,20,0,3,1,1,0.56,0.78,0.0896,374,21,12.196666666666667
2,21,0,3,1,1,0.54,0.83,0.1045,251,21,12.196666666666667
2,22,0,3,1,1,0.52,0.83,0.1642,197,21,12.196666666666667
2,23,0,3,1,1,0.54,0.77,0.0,125,21,12.196666666666667
2,0,0,4,1,1,0.52,0.83,0.0896,41,22,12.238888888888889
2,1,0,4,1,1,0.52,0.83,0.0896,30,22,12.238888888888889
2,2,0,4,1,1,0.52,0.83,0.0896,6,22,12.238888888888889
2,3,0,4,1,1,0.52,0.83,0.0896,7,22,12.238888888888889
2,4,0,4,1,2,0.48,1.0,0.0896,6,22,12.238888888888889
2,5,0,4,1,2,0.48,1.0,0.0896,34,22,12.238888888888889
2,6,0,4,1,2,0.48,1.0,0.0896,136,22,12.238888888888889
2,7,0,4,1,2,0.48,1.0,0.0896,361,22,12.238888888888889
2,8,0,4,1,2,0.5,0.94,0.0896,649,22,12.238888888888889
2,9,0,4,1,2,0.5,0.94,0.0896,318,22,12.238888888888889
2,10,0,4,1,2,0.5,1.0,0.0896,142,22,12.238888888888889
2,11,0,4,1,2,0.52,0.94,0.0,219,22,12.238888888888889
2,12,0,4,1,2,0.54,0.88,0.194,272,22,12.238888888888889
2,13,0,4,1,1,0.58,0.78,0.0896,298,22,12.238888888888889
2,14,0,4,1,1,0.6,0.73,0.1045,257,22,12.238888888888889
2,15,0,4,1,1,0.62,0.69,0.194,304,22,12.238888888888889
2,16,0,4,1,1,0.64,0.65,0.194,425,22,12.238888888888889
2,17,0,4,1,1,0.66,0.65,0.1642,810,22,12.238888888888889
2,18,0,4,1,1,0.66,0.65,0.1642,801,22,12.238888888888889
2,19,0,4,1,1,0.66,0.61,0.0,586,22,12.238888888888889
2,20,0,4,1,1,0.62,0.73,0.2836,424,22,12.238888888888889
2,21,0,4,1,1,0.58,0.78,0.1642,374,22,12.238888888888889
2,22,0,4,1,1,0.56,0.83,0.194,220,22,12.238888888888889
2,23,0,4,1,1,0.56,0.83,0.0896,151,22,12.238888888888889
